trainability,stranger_directed_aggression,owner_directed_aggression,dog_directed_aggression,stranger_directed_fear,nonsocial_fear,dog_directed_fear,touch_sensitivity,separation_related,excitability,attachment,chasing,energy,cluster_gmm,gmm_max_proba
1.75,0.8333333333333334,0.3333333333333333,2.6666666666666665,2.0,2.6666666666666665,3.0,1.0,2.0,2.0,3.5,2.6666666666666665,2.3333333333333335,5,0.999960472246397
1.6666666666666667,0.0,0.0,2.6666666666666665,0.5,0.3333333333333333,0.0,0.0,0.875,1.3333333333333333,2.0,2.5,0.3333333333333333,1,0.9997844550972128
1.125,0.0,0.0,2.0,1.25,1.6666666666666667,0.0,0.5,1.125,2.6666666666666665,4.0,3.0,3.6666666666666665,1,0.9987708357218835
2.125,0.4,0.0,1.3333333333333333,0.5,1.0,0.5,1.3333333333333333,0.875,1.6666666666666667,3.0,1.3333333333333333,1.0,1,0.998598651733726
1.875,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.625,1.6666666666666667,2.5,1.6666666666666667,1.3333333333333333,4,0.7672645767051137
1.5,0.8333333333333334,0.0,1.3333333333333333,0.0,0.5,0.0,0.5,0.5,1.6666666666666667,2.3333333333333335,1.5,0.3333333333333333,4,0.6449322338452423
1.5,2.6666666666666665,0.0,3.3333333333333335,3.75,2.6666666666666665,2.5,0.6666666666666666,0.125,1.3333333333333333,2.5,3.0,1.0,1,0.9887370004028462
1.875,3.0,0.0,2.0,2.5,0.8,2.5,0.3333333333333333,0.875,2.1666666666666665,3.8333333333333335,0.0,2.6666666666666665,1,0.9925711430423763
1.1428571428571428,0.0,0.0,1.6666666666666667,0.0,0.6666666666666666,1.5,0.5,0.625,1.3333333333333333,2.3333333333333335,3.5,1.6666666666666667,2,0.9999996711372096
2.2857142857142856,0.0,0.0,1.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.25,1.8333333333333333,2.8333333333333335,3.0,0.6666666666666666,1,0.9994605727687205
